survived,class,sex,siblings_spouses,parents_children,fare,embarked,age,lifeboat,family_size,family_size_group,is_child,age_group
No,1st,male,0,0,79.2,C,46,NS,1,alone,adult,adult
No,2nd,male,1,0,26,S,29,NS,2,small,adult,young adult
NA,2nd,male,0,0,13,S,21,NA,1,alone,adult,young adult
Yes,2nd,female,0,2,36.75,S,48,14,3,small,adult,adult
No,1st,male,0,0,29.7,C,39,NS,1,alone,adult,adult
No,3rd,male,0,0,7.225,C,16,NS,1,alone,adult,young adult
Yes,3rd,female,1,1,15.7417,C,19,C,3,small,adult,young adult
No,3rd,male,0,0,7.8958,S,27,NS,1,alone,adult,young adult
No,1st,male,0,0,26,S,30,NS,1,alone,adult,adult
NA,2nd,male,0,0,13,S,32,NA,1,alone,adult,adult
NA,3rd,male,0,2,7.2292,C,25,NA,3,small,adult,young adult
No,2nd,male,0,0,31.5,S,25,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.2292,C,10,NS,1,alone,child,child
No,2nd,male,0,0,10.5,S,18,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,7.5792,S,32,15,1,alone,adult,adult
No,3rd,male,1,9,69.55,S,44,NS,11,large,adult,adult
Yes,1st,female,0,1,512.3292,C,58,3,2,small,adult,adult
No,3rd,male,1,1,14.5,S,10,NS,3,small,child,child
Yes,3rd,female,0,0,7.65,S,16,16,1,alone,adult,young adult
No,2nd,male,0,0,13,S,25,NS,1,alone,adult,young adult
Yes,3rd,female,0,0,7.2292,C,22,C,1,alone,adult,young adult
No,2nd,male,0,0,13.5,S,25,NS,1,alone,adult,young adult
Yes,2nd,female,0,0,21,S,36,14,1,alone,adult,adult
Yes,1st,female,0,1,63.3583,C,45,7,2,small,adult,adult
No,2nd,male,0,0,10.5,S,25,NS,1,alone,adult,young adult
No,2nd,male,0,0,73.5,S,18,NS,1,alone,adult,young adult
No,2nd,male,1,2,65,S,49,NS,4,small,adult,adult
Yes,3rd,female,1,2,20.575,S,0.17,10,4,small,child,child
No,1st,male,0,0,26,S,50,NS,1,alone,adult,adult
Yes,1st,female,2,0,51.4792,S,59,D,3,small,adult,adult
No,3rd,male,0,0,7.8792,S,21,NS,1,alone,adult,young adult
Yes,3rd,male,0,0,7.75,Q,22,B,1,alone,adult,young adult
No,3rd,female,1,0,15.55,S,30,A,2,small,adult,adult
No,3rd,male,8,2,69.55,S,13,NS,11,large,child,child
Yes,2nd,female,1,1,37.0042,C,24,10,3,small,adult,young adult
Yes,2nd,female,0,0,21,S,31,10,1,alone,adult,adult
No,3rd,male,0,0,8.6625,S,27,NS,1,alone,adult,young adult
Yes,1st,female,1,0,55.4417,C,21,5,2,small,adult,young adult
No,3rd,female,1,9,69.55,S,44,NS,11,large,adult,adult
No,3rd,male,1,0,14.4583,C,28,NS,2,small,adult,young adult
No,3rd,female,0,0,39.6875,S,22,NS,1,alone,adult,young adult
Yes,1st,female,0,1,59.4,C,44,7,2,small,adult,adult
Yes,2nd,male,0,0,13.8583,C,29,9,1,alone,adult,young adult
No,2nd,male,1,0,11.5,S,21,NS,2,small,adult,young adult
Yes,1st,female,0,0,134.5,C,31,3,1,alone,adult,adult
Yes,1st,male,0,0,89.44748196202532,S,49,C,1,alone,adult,adult
No,2nd,male,0,0,13,S,44,NS,1,alone,adult,adult
Yes,1st,female,1,1,81.8583,S,34,5,3,small,adult,adult
Yes,1st,female,0,0,262.375,C,45,4,1,alone,adult,adult
No,3rd,female,2,0,8.6625,S,22,NS,3,small,adult,young adult
No,2nd,male,0,0,11.5,S,20,NS,1,alone,adult,young adult
No,1st,male,0,0,50,S,55,NS,1,alone,adult,adult
No,3rd,male,4,2,31.3875,S,5,NS,7,medium,child,child
No,3rd,male,0,0,7.75,Q,23,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.8792,Q,19,NS,1,alone,adult,young adult
NA,3rd,female,0,0,14.5,S,58,NA,1,alone,adult,adult
No,3rd,female,1,0,16.1,S,19,NS,2,small,adult,young adult
No,2nd,male,0,0,12.875,S,24,NS,1,alone,adult,young adult
Yes,2nd,female,1,2,65,S,24,9,4,small,adult,young adult
No,3rd,male,0,0,7.775,S,24,NS,1,alone,adult,young adult
No,2nd,male,0,0,13,S,57,NS,1,alone,adult,adult
No,3rd,male,0,0,7.75,Q,21,NS,1,alone,adult,young adult
No,3rd,male,3,1,21.075,S,6,NS,5,medium,child,child
No,1st,male,0,0,93.5,S,22,NS,1,alone,adult,young adult
Yes,1st,female,0,1,39.4,S,50,9,2,small,adult,adult
No,3rd,male,0,2,20.25,S,14,NS,3,small,child,child
No,2nd,male,0,0,10.5,S,47,NS,1,alone,adult,adult
Yes,3rd,male,3,1,22.025,S,29,2,5,medium,adult,young adult
Yes,1st,female,1,0,60,S,18,6,2,small,adult,young adult
No,3rd,male,0,0,7.25,Q,24,NS,1,alone,adult,young adult
Yes,1st,female,1,1,79.2,C,48,5,3,small,adult,adult
No,3rd,male,0,0,7.775,S,22,NS,1,alone,adult,young adult
No,3rd,male,0,0,7.7333,Q,31,NS,1,alone,adult,adult
Yes,1st,female,0,0,164.8667,S,30,8,1,alone,adult,adult
No,2nd,male,1,0,21,S,38,NS,2,small,adult,adult
Yes,1st,female,0,1,59.4,C,22,7,2,small,adult,young adult
NA,1st,male,0,0,47.1,S,17,NA,1,alone,adult,young adult
Yes,1st,male,1,0,27.7208,C,43,5,2,small,adult,adult
Yes,2nd,male,0,0,13.8625,C,20,7,1,alone,adult,young adult
No,2nd,male,1,0,10.5,S,23,NS,2,small,adult,young adult
No,1st,male,1,1,211.5,C,50,NS,3,small,adult,adult
Yes,3rd,female,0,0,7.7208,Q,18,13,1,alone,adult,young adult
No,3rd,female,1,1,13.775,S,4,NS,3,small,child,child
No,3rd,female,0,0,7.75,Q,21,NS,1,alone,adult,young adult
Yes,1st,female,1,0,90,Q,37,14,2,small,adult,adult
No,3rd,female,0,0,7.775,S,28,NS,1,alone,adult,young adult
No,3rd,male,0,0,8.05,S,23,NS,1,alone,adult,young adult
Yes,1st,female,0,0,108.9,C,39,8,1,alone,adult,adult
No,3rd,male,0,0,7.25,S,43,NS,1,alone,adult,adult
No,3rd,male,0,0,8.05,S,34,NS,1,alone,adult,adult
Yes,3rd,male,1,1,22.3583,C,4,D,3,small,child,child
